Fördernehmer,ID,Type,Ressourcenadresse,KontextadresseTitel,Language,Date,Creator,Contributor
LAS Salzburg,o:szd.422,Postcard,https://gams.uni-graz.at/o:szd.422,https://gams.uni-graz.at/o:szd.422/DC,"Walter Behrend an Stefan Zweig, 1929-09-02, SZ-SAM/AK.14",de,02.09.1929,"Behrend, Walter",
LAS Salzburg,o:szd.423,Postcard,https://gams.uni-graz.at/o:szd.423,https://gams.uni-graz.at/o:szd.423/DC,"Kurt Pinthus an Stefan Zweig, 1914-04-15, SZ-SAM/AK.140",de,15.04.1914,"Pinthus, Kurt",
LAS Salzburg,o:szd.424,Postcard,https://gams.uni-graz.at/o:szd.424,https://gams.uni-graz.at/o:szd.424/DC,"Felix Pollak an Stefan Zweig, 1903-09-12, SZ-SAM/AK.141",de,12.09.1903,"Pollak, Felix",
LAS Salzburg,o:szd.425,Postcard,https://gams.uni-graz.at/o:szd.425,https://gams.uni-graz.at/o:szd.425/DC,"Felix Pollak an Stefan Zweig, 1905-07-05, SZ-SAM/AK.142",de,05.07.1905,"Pollak, Felix",
LAS Salzburg,o:szd.426,Postcard,https://gams.uni-graz.at/o:szd.426,https://gams.uni-graz.at/o:szd.426/DC,"André Mabille de Poncheville an Stefan Zweig, 1913-05-09, SZ-SAM/AK.143",de,09.05.1913,"Poncheville, André Mabille de",
LAS Salzburg,o:szd.427,Postcard,https://gams.uni-graz.at/o:szd.427,https://gams.uni-graz.at/o:szd.427/DC,"Hans Müller Einigen an Stefan Zweig, 1907-08-11, SZ-SAM/AK.144",de,11.08.1907,"Müller Einigen, Hans",
LAS Salzburg,o:szd.428,Postcard,https://gams.uni-graz.at/o:szd.428,https://gams.uni-graz.at/o:szd.428/DC,"Hans Müller Einigen an Stefan Zweig, 1910-04-15, SZ-SAM/AK.145",de,15.04.1910,"Müller Einigen, Hans",
LAS Salzburg,o:szd.429,Postcard,https://gams.uni-graz.at/o:szd.429,https://gams.uni-graz.at/o:szd.429/DC,"Hans Müller Einigen an Stefan Zweig, 1911-01-24, SZ-SAM/AK.146",de,24.01.1911,"Müller Einigen, Hans",
LAS Salzburg,o:szd.430,Postcard,https://gams.uni-graz.at/o:szd.430,https://gams.uni-graz.at/o:szd.430/DC,"Hans Müller Einigen an Stefan Zweig, 1911-08-04, SZ-SAM/AK.147",de,04.08.1911,"Müller Einigen, Hans",
LAS Salzburg,o:szd.431,Postcard,https://gams.uni-graz.at/o:szd.431,https://gams.uni-graz.at/o:szd.431/DC,"Hans Müller Einigen an Stefan Zweig, 1911-08-31, SZ-SAM/AK.148",de,31.08.1911,"Müller Einigen, Hans",
LAS Salzburg,o:szd.432,Postcard,https://gams.uni-graz.at/o:szd.432,https://gams.uni-graz.at/o:szd.432/DC,"Hans Müller Einigen an Stefan Zweig, 1913-12-29, SZ-SAM/AK.149",de,29.12.1913,"Müller Einigen, Hans",
LAS Salzburg,o:szd.433,Postcard,https://gams.uni-graz.at/o:szd.433,https://gams.uni-graz.at/o:szd.433/DC,"Alfred Bergmann an Stefan Zweig, 1926-09-19, SZ-SAM/AK.15",de,19.09.1926,"Bergmann, Alfred",
LAS Salzburg,o:szd.434,Postcard,https://gams.uni-graz.at/o:szd.434,https://gams.uni-graz.at/o:szd.434/DC,"Herbert Reichner an Stefan Zweig, 1930-03-24, SZ-SAM/AK.151",de,24.03.1930,"Reichner, Herbert",
LAS Salzburg,o:szd.435,Postcard,https://gams.uni-graz.at/o:szd.435,https://gams.uni-graz.at/o:szd.435/DC,"Hans Reinhart an Stefan Zweig, 1920-08-31, SZ-SAM/AK.152",de,31.08.1920,"Reinhart, Hans",
LAS Salzburg,o:szd.436,Postcard,https://gams.uni-graz.at/o:szd.436,https://gams.uni-graz.at/o:szd.436/DC,"Eugenie Reitter an Stefan Zweig, 1926-04-04, SZ-SAM/AK.153",de,04.04.1926,"Reitter, Eugenie",
LAS Salzburg,o:szd.437,Postcard,https://gams.uni-graz.at/o:szd.437,https://gams.uni-graz.at/o:szd.437/DC,"Eugenie Reitter an Stefan Zweig, 1931-12-23, SZ-SAM/AK.154",de,23.12.1931,"Reitter, Eugenie",
LAS Salzburg,o:szd.438,Postcard,https://gams.uni-graz.at/o:szd.438,https://gams.uni-graz.at/o:szd.438/DC,"Eugenie Reitter an Stefan Zweig, 1932-04-23, SZ-SAM/AK.155",de,23.04.1932,"Reitter, Eugenie",
LAS Salzburg,o:szd.439,Postcard,https://gams.uni-graz.at/o:szd.439,https://gams.uni-graz.at/o:szd.439/DC,"Eugenie Reitter an Stefan Zweig, 1933-04-14, SZ-SAM/AK.156",de,14.04.1933,"Reitter, Eugenie",
LAS Salzburg,o:szd.440,Postcard,https://gams.uni-graz.at/o:szd.440,https://gams.uni-graz.at/o:szd.440/DC,"Eugenie Reitter an Stefan Zweig, 1934-02-29, SZ-SAM/AK.157",de,Unknown Date,"Reitter, Eugenie",
LAS Salzburg,o:szd.441,Postcard,https://gams.uni-graz.at/o:szd.441,https://gams.uni-graz.at/o:szd.441/DC,"Reinhold Reuschel an Stefan Zweig, 1929-06-22, SZ-SAM/AK.158",de,22.06.1929,"Reuschel, Reinhold",
LAS Salzburg,o:szd.442,Postcard,https://gams.uni-graz.at/o:szd.442,https://gams.uni-graz.at/o:szd.442/DC,"Erwin Rieger an Stefan Zweig, 1921-08-31, SZ-SAM/AK.159",de,31.08.1921,"Rieger, Erwin",
LAS Salzburg,o:szd.443,Postcard,https://gams.uni-graz.at/o:szd.443,https://gams.uni-graz.at/o:szd.443/DC,"Bischoff an Stefan Zweig, 1911-09-23, SZ-SAM/AK.16",de,23.09.1911,Bischoff,
LAS Salzburg,o:szd.444,Postcard,https://gams.uni-graz.at/o:szd.444,https://gams.uni-graz.at/o:szd.444/DC,"Erwin Rieger an Stefan Zweig, 1929-09-05, SZ-SAM/AK.160",de,05.09.1929,"Rieger, Erwin",
LAS Salzburg,o:szd.445,Postcard,https://gams.uni-graz.at/o:szd.445,https://gams.uni-graz.at/o:szd.445/DC,"Arthur Roessler an Stefan Zweig, 1919-07-17, SZ-SAM/AK.161",de,17.07.1919,"Roessler, Arthur",
LAS Salzburg,o:szd.446,Postcard,https://gams.uni-graz.at/o:szd.446,https://gams.uni-graz.at/o:szd.446/DC,"Hans Rosenkranz an Stefan Zweig, 1924-02-20, SZ-SAM/AK.162",de,20.02.1924,"Rosenkranz, Hans",
LAS Salzburg,o:szd.447,Postcard,https://gams.uni-graz.at/o:szd.447,https://gams.uni-graz.at/o:szd.447/DC,"Richard Tomaselli an Stefan Zweig, 1926-06-29, SZ-SAM/AK.163",de,29.06.1926,"Tomaselli, Richard",
LAS Salzburg,o:szd.448,Postcard,https://gams.uni-graz.at/o:szd.448,https://gams.uni-graz.at/o:szd.448/DC,"Friedrich Rosenthal an Stefan Zweig, 1913-07-27, SZ-SAM/AK.164",de,27.07.1913,"Rosenthal, Friedrich",
LAS Salzburg,o:szd.449,Postcard,https://gams.uni-graz.at/o:szd.449,https://gams.uni-graz.at/o:szd.449/DC,"Cecil Roth an Stefan Zweig, 1934-08-03, SZ-SAM/AK.165",de,03.08.1934,"Roth, Cecil",
LAS Salzburg,o:szd.450,Postcard,https://gams.uni-graz.at/o:szd.450,https://gams.uni-graz.at/o:szd.450/DC,"Kurt Erich Rotter an Stefan Zweig, 1931-05-29, SZ-SAM/AK.166",de,29.05.1931,"Rotter, Kurt Erich",
LAS Salzburg,o:szd.451,Postcard,https://gams.uni-graz.at/o:szd.451,https://gams.uni-graz.at/o:szd.451/DC,"Ernst Sander an Stefan Zweig, 1926-10-06, SZ-SAM/AK.167",de,06.10.1926,"Sander, Ernst",
LAS Salzburg,o:szd.452,Postcard,https://gams.uni-graz.at/o:szd.452,https://gams.uni-graz.at/o:szd.452/DC,"Dietmar Heinrich Sarnetzki an Stefan Zweig, 1931-12-13, SZ-SAM/AK.168",de,13.12.1931,"Sarnetzki, Dietmar Heinrich",
LAS Salzburg,o:szd.453,Postcard,https://gams.uni-graz.at/o:szd.453,https://gams.uni-graz.at/o:szd.453/DC,"Gerta Schaffner an Stefan Zweig, 1937-03-01, SZ-SAM/AK.169",de,01.03.1937,"Schaffner, Gerta",
LAS Salzburg,o:szd.454,Postcard,https://gams.uni-graz.at/o:szd.454,https://gams.uni-graz.at/o:szd.454/DC,"Friedrich Walther Bischoff an Stefan Zweig, 1928-10-05, SZ-SAM/AK.17",de,05.10.1928,"Bischoff, Friedrich Walther",
LAS Salzburg,o:szd.455,Postcard,https://gams.uni-graz.at/o:szd.455,https://gams.uni-graz.at/o:szd.455/DC,"Ernst Ludwig Schellenberg an Stefan Zweig, 1926-06-12, SZ-SAM/AK.170",de,12.06.1926,"Schellenberg, Ernst Ludwig",
LAS Salzburg,o:szd.456,Postcard,https://gams.uni-graz.at/o:szd.456,https://gams.uni-graz.at/o:szd.456/DC,"Will Scheller an Stefan Zweig, 1927-05-20, SZ-SAM/AK.171",de,20.05.1927,"Scheller, Will",
LAS Salzburg,o:szd.457,Postcard,https://gams.uni-graz.at/o:szd.457,https://gams.uni-graz.at/o:szd.457/DC,"Will Scheller an Stefan Zweig, 1933-06-05, SZ-SAM/AK.172",de,05.06.1933,"Scheller, Will",
LAS Salzburg,o:szd.458,Postcard,https://gams.uni-graz.at/o:szd.458,https://gams.uni-graz.at/o:szd.458/DC,"Will Scheller an Stefan Zweig, 1933-06-27, SZ-SAM/AK.173",de,27.06.1933,"Scheller, Will",
LAS Salzburg,o:szd.459,Postcard,https://gams.uni-graz.at/o:szd.459,https://gams.uni-graz.at/o:szd.459/DC,"Gustav Schenk an Stefan Zweig, 1927-11-07, SZ-SAM/AK.174",de,07.11.1927,"Schenk, Gustav",
LAS Salzburg,o:szd.460,Postcard,https://gams.uni-graz.at/o:szd.460,https://gams.uni-graz.at/o:szd.460/DC,"René Schickele an Stefan Zweig, 1920-11-18, SZ-SAM/AK.175",de,18.11.1920,"Schickele, René",
LAS Salzburg,o:szd.461,Postcard,https://gams.uni-graz.at/o:szd.461,https://gams.uni-graz.at/o:szd.461/DC,"Berta Schleicher an Stefan Zweig, 1929-09-10, SZ-SAM/AK.176",de,10.09.1929,"Schleicher, Berta",
LAS Salzburg,o:szd.462,Postcard,https://gams.uni-graz.at/o:szd.462,https://gams.uni-graz.at/o:szd.462/DC,"Berta Schleicher an Stefan Zweig, 1930-06-08, SZ-SAM/AK.177",de,08.06.1930,"Schleicher, Berta",
LAS Salzburg,o:szd.463,Postcard,https://gams.uni-graz.at/o:szd.463,https://gams.uni-graz.at/o:szd.463/DC,"Fritz Schmidt-Berna an Stefan Zweig, 1930-07-26, SZ-SAM/AK.178",de,26.07.1930,"Schmidt-Berna, Fritz",
LAS Salzburg,o:szd.464,Postcard,https://gams.uni-graz.at/o:szd.464,https://gams.uni-graz.at/o:szd.464/DC,"Wilhelm von Scholz an Stefan Zweig, 1904-05-05, SZ-SAM/AK.179",de,05.05.1904,"Scholz, Wilhelm von",
LAS Salzburg,o:szd.465,Postcard,https://gams.uni-graz.at/o:szd.465,https://gams.uni-graz.at/o:szd.465/DC,"Jethro Bithell an Stefan Zweig, 1909-08-09, SZ-SAM/AK.18",de,09.08.1909,"Bithell, Jethro",
LAS Salzburg,o:szd.466,Postcard,https://gams.uni-graz.at/o:szd.466,https://gams.uni-graz.at/o:szd.466/DC,"Willy Schütz an Stefan Zweig, 1931-08-25, SZ-SAM/AK.180",de,25.08.1931,"Schütz, Willy",
LAS Salzburg,o:szd.467,Postcard,https://gams.uni-graz.at/o:szd.467,https://gams.uni-graz.at/o:szd.467/DC,"Heinrich Schwarz an Stefan Zweig, 1929-07-04, SZ-SAM/AK.181",de,04.07.1929,"Schwarz, Heinrich",
LAS Salzburg,o:szd.468,Postcard,https://gams.uni-graz.at/o:szd.468,https://gams.uni-graz.at/o:szd.468/DC,"Heinrich Schwarz an Stefan Zweig, 1931-04-24, SZ-SAM/AK.182",de,24.04.1931,"Schwarz, Heinrich",
LAS Salzburg,o:szd.469,Postcard,https://gams.uni-graz.at/o:szd.469,https://gams.uni-graz.at/o:szd.469/DC,"Heinrich Schwarz an Stefan Zweig, 1932-05-04, SZ-SAM/AK.183",de,04.05.1932,"Schwarz, Heinrich",
LAS Salzburg,o:szd.470,Postcard,https://gams.uni-graz.at/o:szd.470,https://gams.uni-graz.at/o:szd.470/DC,"Carl Seelig an Stefan Zweig, 1931-09-03, SZ-SAM/AK.184",de,03.09.1931,"Seelig, Carl",
LAS Salzburg,o:szd.471,Postcard,https://gams.uni-graz.at/o:szd.471,https://gams.uni-graz.at/o:szd.471/DC,"Gisella Selden-Goth an Stefan Zweig, 1934-02-07, SZ-SAM/AK.185",de,07.02.1934,"Selden-Goth, Gisella",
LAS Salzburg,o:szd.472,Postcard,https://gams.uni-graz.at/o:szd.472,https://gams.uni-graz.at/o:szd.472/DC,"Albert Sergel an Stefan Zweig, 1905-11-03, SZ-SAM/AK.186",de,03.11.1905,"Sergel, Albert",
LAS Salzburg,o:szd.473,Postcard,https://gams.uni-graz.at/o:szd.473,https://gams.uni-graz.at/o:szd.473/DC,"Hans Sochaczewer an Stefan Zweig, 1928-04-23, SZ-SAM/AK.187",de,23.04.1928,"Sochaczewer, Hans",
LAS Salzburg,o:szd.474,Postcard,https://gams.uni-graz.at/o:szd.474,https://gams.uni-graz.at/o:szd.474/DC,"Hans Sochaczewer an Stefan Zweig, 1928-05-26, SZ-SAM/AK.188",de,26.05.1928,"Sochaczewer, Hans",
LAS Salzburg,o:szd.475,Postcard,https://gams.uni-graz.at/o:szd.475,https://gams.uni-graz.at/o:szd.475/DC,"Georg Széll an Stefan Zweig, 1935-08-18, SZ-SAM/AK.189",de,18.08.1935,"Széll, Georg",
LAS Salzburg,o:szd.476,Postcard,https://gams.uni-graz.at/o:szd.476,https://gams.uni-graz.at/o:szd.476/DC,"Paul Block an Stefan Zweig, 1920-08-03, SZ-SAM/AK.19",de,03.08.1920,"Block, Paul",
LAS Salzburg,o:szd.477,Postcard,https://gams.uni-graz.at/o:szd.477,https://gams.uni-graz.at/o:szd.477/DC,"Maria Tibaldi Chiesa an Stefan Zweig, 1934-05-09, SZ-SAM/AK.190",de,09.05.1934,"Tibaldi Chiesa, Maria",
LAS Salzburg,o:szd.478,Postcard,https://gams.uni-graz.at/o:szd.478,https://gams.uni-graz.at/o:szd.478/DC,"Sergej Tocker an Stefan Zweig, 1929-07-21, SZ-SAM/AK.191",de,21.07.1929,"Tocker, Sergej",
LAS Salzburg,o:szd.479,Postcard,https://gams.uni-graz.at/o:szd.479,https://gams.uni-graz.at/o:szd.479/DC,"Sergej Tocker an Stefan Zweig, 1930-05-06, SZ-SAM/AK.192",de,06.05.1930,"Tocker, Sergej",
LAS Salzburg,o:szd.480,Postcard,https://gams.uni-graz.at/o:szd.480,https://gams.uni-graz.at/o:szd.480/DC,"Lini (Karolina) Tomaselli an Stefan Zweig, 1927-10-03, SZ-SAM/AK.193",de,03.10.1927,"Tomaselli, Lini (Karolina)",
LAS Salzburg,o:szd.481,Postcard,https://gams.uni-graz.at/o:szd.481,https://gams.uni-graz.at/o:szd.481/DC,"Lucia Tranquilli an Stefan Zweig, 1933-12-24, SZ-SAM/AK.194",de,24.12.1933,"Tranquilli, Lucia",
LAS Salzburg,o:szd.482,Postcard,https://gams.uni-graz.at/o:szd.482,https://gams.uni-graz.at/o:szd.482/DC,"Siegfried Trebitsch an Stefan Zweig, 1909, SZ-SAM/AK.195",de,1909,"Trebitsch, Siegfried",
LAS Salzburg,o:szd.483,Postcard,https://gams.uni-graz.at/o:szd.483,https://gams.uni-graz.at/o:szd.483/DC,"Tina Trebitsch an Stefan Zweig, 1929-03-03, SZ-SAM/AK.196",de,03.03.1929,"Trebitsch, Tina",
LAS Salzburg,o:szd.484,Postcard,https://gams.uni-graz.at/o:szd.484,https://gams.uni-graz.at/o:szd.484/DC,"Bernhard Trinius an Stefan Zweig, 1929-05-23, SZ-SAM/AK.197",de,23.05.1929,"Trinius, Bernhard",
LAS Salzburg,o:szd.485,Postcard,https://gams.uni-graz.at/o:szd.485,https://gams.uni-graz.at/o:szd.485/DC,"Maria Folkenhof an Stefan Zweig, 1922-08-02, SZ-SAM/AK.198",de,02.08.1922,"Folkenhof, Maria",
LAS Salzburg,o:szd.486,Postcard,https://gams.uni-graz.at/o:szd.486,https://gams.uni-graz.at/o:szd.486/DC,"Unidentified an Stefan Zweig, 1921-02-20, SZ-SAM/AK.199",de,20.02.1921,Unbekannt,
LAS Salzburg,o:szd.487,Postcard,https://gams.uni-graz.at/o:szd.487,https://gams.uni-graz.at/o:szd.487/DC,"Erna Alexich-Brettauer an Stefan Zweig, 1930-08-04, SZ-SAM/AK.2",de,04.08.1930,"Alexich-Brettauer, Erna",
LAS Salzburg,o:szd.488,Postcard,https://gams.uni-graz.at/o:szd.488,https://gams.uni-graz.at/o:szd.488/DC,"Jean de Bosschère an Stefan Zweig, 1920-06-20, SZ-SAM/AK.20",de,20.06.1920,"Bosschère, Jean de",
LAS Salzburg,o:szd.489,Postcard,https://gams.uni-graz.at/o:szd.489,https://gams.uni-graz.at/o:szd.489/DC,"Vogt an Stefan Zweig, 1928-12-06, SZ-SAM/AK.200",de,06.12.1928,Vogt,
LAS Salzburg,o:szd.490,Postcard,https://gams.uni-graz.at/o:szd.490,https://gams.uni-graz.at/o:szd.490/DC,"Unidentified an Stefan Zweig, 1924-08-26, SZ-SAM/AK.201",de,26.08.1924,Unbekannt,
LAS Salzburg,o:szd.491,Postcard,https://gams.uni-graz.at/o:szd.491,https://gams.uni-graz.at/o:szd.491/DC,"Unidentified an Stefan Zweig, 1933-01-21, SZ-SAM/AK.202",de,21.01.1933,Unbekannt,
LAS Salzburg,o:szd.492,Postcard,https://gams.uni-graz.at/o:szd.492,https://gams.uni-graz.at/o:szd.492/DC,"Ephraim Mose Lilien an Stefan Zweig, 1933-04-29, SZ-SAM/AK.203",de,29.04.1933,"Lilien, Ephraim Mose",
LAS Salzburg,o:szd.495,Postcard,https://gams.uni-graz.at/o:szd.495,https://gams.uni-graz.at/o:szd.495/DC,"Unidentified an Stefan Zweig, 1926-08-27, SZ-SAM/AK.206",de,27.08.1926,Unbekannt,
LAS Salzburg,o:szd.496,Postcard,https://gams.uni-graz.at/o:szd.496,https://gams.uni-graz.at/o:szd.496/DC,"Hugo Salus an Stefan Zweig, 1930-05-03, SZ-SAM/AK.207",de,03.05.1930,"Salus, Hugo",
LAS Salzburg,o:szd.497,Postcard,https://gams.uni-graz.at/o:szd.497,https://gams.uni-graz.at/o:szd.497/DC,"Unidentified an Stefan Zweig, 1928-06-02, SZ-SAM/AK.208",de,02.06.1928,Unbekannt,
LAS Salzburg,o:szd.498,Postcard,https://gams.uni-graz.at/o:szd.498,https://gams.uni-graz.at/o:szd.498/DC,"Unidentified an Stefan Zweig, 1935-01-03, SZ-SAM/AK.209",de,03.01.1935,Unbekannt,
LAS Salzburg,o:szd.499,Postcard,https://gams.uni-graz.at/o:szd.499,https://gams.uni-graz.at/o:szd.499/DC,"Hedwig Braun an Stefan Zweig, 1930-01-19, SZ-SAM/AK.21",de,19.01.1930,"Braun, Hedwig",
LAS Salzburg,o:szd.500,Postcard,https://gams.uni-graz.at/o:szd.500,https://gams.uni-graz.at/o:szd.500/DC,"Unidentified an Stefan Zweig, 1928-04-16, SZ-SAM/AK.210",de,16.04.1928,Unbekannt,
LAS Salzburg,o:szd.501,Postcard,https://gams.uni-graz.at/o:szd.501,https://gams.uni-graz.at/o:szd.501/DC,"Unidentified an Stefan Zweig, 1931-10-09, SZ-SAM/AK.211",de,09.10.1931,Unbekannt,
LAS Salzburg,o:szd.502,Postcard,https://gams.uni-graz.at/o:szd.502,https://gams.uni-graz.at/o:szd.502/DC,"Unidentified an Stefan Zweig, 1931-09-28, SZ-SAM/AK.212",de,28.09.1931,Unbekannt,
LAS Salzburg,o:szd.503,Postcard,https://gams.uni-graz.at/o:szd.503,https://gams.uni-graz.at/o:szd.503/DC,"Unidentified an Stefan Zweig, 1929-09-24, SZ-SAM/AK.213",de,24.09.1929,Unbekannt,
LAS Salzburg,o:szd.504,Postcard,https://gams.uni-graz.at/o:szd.504,https://gams.uni-graz.at/o:szd.504/DC,"Unidentified an Stefan Zweig, 1906-11-23, SZ-SAM/AK.214",de,23.11.1906,Unbekannt,
LAS Salzburg,o:szd.505,Postcard,https://gams.uni-graz.at/o:szd.505,https://gams.uni-graz.at/o:szd.505/DC,"Ernst Sander an Stefan Zweig, 1927-09-21, SZ-SAM/AK.215",de,21.09.1927,"Sander, Ernst",
LAS Salzburg,o:szd.506,Postcard,https://gams.uni-graz.at/o:szd.506,https://gams.uni-graz.at/o:szd.506/DC,"Unidentified an Stefan Zweig, 1919-03-09, SZ-SAM/AK.216",de,09.03.1919,Unbekannt,
LAS Salzburg,o:szd.507,Postcard,https://gams.uni-graz.at/o:szd.507,https://gams.uni-graz.at/o:szd.507/DC,"Unidentified an Stefan Zweig, 1907-08-03, SZ-SAM/AK.217",de,03.08.1907,Unbekannt,
LAS Salzburg,o:szd.508,Postcard,https://gams.uni-graz.at/o:szd.508,https://gams.uni-graz.at/o:szd.508/DC,"Unidentified an Stefan Zweig, 1932-10-03, SZ-SAM/AK.218",de,03.10.1932,Unbekannt,
LAS Salzburg,o:szd.509,Postcard,https://gams.uni-graz.at/o:szd.509,https://gams.uni-graz.at/o:szd.509/DC,"Unidentified an Stefan Zweig, 1908-07-31, SZ-SAM/AK.219",de,31.07.1908,Unbekannt,
LAS Salzburg,o:szd.510,Postcard,https://gams.uni-graz.at/o:szd.510,https://gams.uni-graz.at/o:szd.510/DC,"André Jullien du Breuil an Stefan Zweig, 1929-07-29, SZ-SAM/AK.22",de,29.07.1929,"Breuil, André Jullien du",
LAS Salzburg,o:szd.511,Postcard,https://gams.uni-graz.at/o:szd.511,https://gams.uni-graz.at/o:szd.511/DC,"Nika Milićević an Stefan Zweig, 1927-06-04, SZ-SAM/AK.220",de,04.06.1927,"Milićević, Nika",
LAS Salzburg,o:szd.512,Postcard,https://gams.uni-graz.at/o:szd.512,https://gams.uni-graz.at/o:szd.512/DC,"Unidentified an Stefan Zweig, 1921-08-30, SZ-SAM/AK.221",de,30.08.1921,Unbekannt,
LAS Salzburg,o:szd.513,Postcard,https://gams.uni-graz.at/o:szd.513,https://gams.uni-graz.at/o:szd.513/DC,"Unidentified an Stefan Zweig, 1927-01-02, SZ-SAM/AK.222",de,02.01.1927,Unbekannt,
LAS Salzburg,o:szd.514,Postcard,https://gams.uni-graz.at/o:szd.514,https://gams.uni-graz.at/o:szd.514/DC,"Unidentified an Stefan Zweig, 1912-08-24, SZ-SAM/AK.223",de,24.08.1912,Unbekannt,
LAS Salzburg,o:szd.515,Postcard,https://gams.uni-graz.at/o:szd.515,https://gams.uni-graz.at/o:szd.515/DC,"Unidentified an Stefan Zweig, 1908-09-24, SZ-SAM/AK.224",de,24.09.1908,Unbekannt,
LAS Salzburg,o:szd.516,Postcard,https://gams.uni-graz.at/o:szd.516,https://gams.uni-graz.at/o:szd.516/DC,"Unidentified an Stefan Zweig, 1903-09-01, SZ-SAM/AK.225",de,01.09.1903,Unbekannt,
LAS Salzburg,o:szd.517,Postcard,https://gams.uni-graz.at/o:szd.517,https://gams.uni-graz.at/o:szd.517/DC,"Unidentified an Stefan Zweig, 1925-08-01, SZ-SAM/AK.226",de,01.08.1925,Unbekannt,
LAS Salzburg,o:szd.518,Postcard,https://gams.uni-graz.at/o:szd.518,https://gams.uni-graz.at/o:szd.518/DC,"Barbra Ring an Stefan Zweig, 1923-06-11, SZ-SAM/AK.227",de,11.06.1923,"Ring, Barbra",
LAS Salzburg,o:szd.520,Postcard,https://gams.uni-graz.at/o:szd.520,https://gams.uni-graz.at/o:szd.520/DC,"H. Effenberg an Stefan Zweig, 1910-10-06, SZ-SAM/AK.229",de,06.10.1910,"Effenberg, H.",
LAS Salzburg,o:szd.521,Postcard,https://gams.uni-graz.at/o:szd.521,https://gams.uni-graz.at/o:szd.521/DC,"Armand Brody an Stefan Zweig, 1907-02-06, SZ-SAM/AK.23",de,06.02.1907,"Brody, Armand",
LAS Salzburg,o:szd.522,Postcard,https://gams.uni-graz.at/o:szd.522,https://gams.uni-graz.at/o:szd.522/DC,"Paul Camill Tyndall an Stefan Zweig, 1914-04-11, SZ-SAM/AK.230",de,11.04.1914,"Tyndall, Paul Camill",
LAS Salzburg,o:szd.523,Postcard,https://gams.uni-graz.at/o:szd.523,https://gams.uni-graz.at/o:szd.523/DC,"Unidentified an Stefan Zweig, 1907-06-26, SZ-SAM/AK.231",de,26.06.1907,Unbekannt,
LAS Salzburg,o:szd.524,Postcard,https://gams.uni-graz.at/o:szd.524,https://gams.uni-graz.at/o:szd.524/DC,"Unidentified an Stefan Zweig, , SZ-SAM/AK.232",de,,Unbekannt,
LAS Salzburg,o:szd.525,Postcard,https://gams.uni-graz.at/o:szd.525,https://gams.uni-graz.at/o:szd.525/DC,"Unidentified an Stefan Zweig, 1933-04-17, SZ-SAM/AK.233",de,17.04.1933,Unbekannt,
LAS Salzburg,o:szd.526,Postcard,https://gams.uni-graz.at/o:szd.526,https://gams.uni-graz.at/o:szd.526/DC,"Dora Hohlfeld an Stefan Zweig, 1913-12-27, SZ-SAM/AK.234",de,27.12.1913,"Hohlfeld, Dora",
LAS Salzburg,o:szd.527,Postcard,https://gams.uni-graz.at/o:szd.527,https://gams.uni-graz.at/o:szd.527/DC,"Unidentified an Stefan Zweig, 1906-03-20, SZ-SAM/AK.235",de,20.03.1906,Unbekannt,
LAS Salzburg,o:szd.528,Postcard,https://gams.uni-graz.at/o:szd.528,https://gams.uni-graz.at/o:szd.528/DC,"Hermann Ungar an Stefan Zweig, 1914-12-19, SZ-SAM/AK.236",de,19.12.1914,"Ungar, Hermann",
LAS Salzburg,o:szd.529,Postcard,https://gams.uni-graz.at/o:szd.529,https://gams.uni-graz.at/o:szd.529/DC,"Aloys Wach an Stefan Zweig, 1923-01-19, SZ-SAM/AK.237",de,19.01.1923,"Wach, Aloys",
LAS Salzburg,o:szd.530,Postcard,https://gams.uni-graz.at/o:szd.530,https://gams.uni-graz.at/o:szd.530/DC,"Martha Walden an Stefan Zweig, 1925-09-07, SZ-SAM/AK.238",de,07.09.1925,"Walden, Martha",
LAS Salzburg,o:szd.531,Postcard,https://gams.uni-graz.at/o:szd.531,https://gams.uni-graz.at/o:szd.531/DC,"Wilhelm Walther an Stefan Zweig, 1913-04-08, SZ-SAM/AK.239",de,08.04.1913,"Walther, Wilhelm",
LAS Salzburg,o:szd.532,Postcard,https://gams.uni-graz.at/o:szd.532,https://gams.uni-graz.at/o:szd.532/DC,"Armand Brody an Stefan Zweig, 1907-03-05, SZ-SAM/AK.24",de,05.03.1907,"Brody, Armand",
LAS Salzburg,o:szd.533,Postcard,https://gams.uni-graz.at/o:szd.533,https://gams.uni-graz.at/o:szd.533/DC,"Wilhelm Walther an Stefan Zweig, 1913-04-23, SZ-SAM/AK.240",de,23.04.1913,"Walther, Wilhelm",
LAS Salzburg,o:szd.534,Postcard,https://gams.uni-graz.at/o:szd.534,https://gams.uni-graz.at/o:szd.534/DC,"Louise Wandel an Stefan Zweig, 1926-09-20, SZ-SAM/AK.241",de,20.09.1926,"Wandel, Louise",
LAS Salzburg,o:szd.535,Postcard,https://gams.uni-graz.at/o:szd.535,https://gams.uni-graz.at/o:szd.535/DC,"Otto Weddigen an Stefan Zweig, 1909-09-23, SZ-SAM/AK.242",de,23.09.1909,"Weddigen, Otto",
LAS Salzburg,o:szd.536,Postcard,https://gams.uni-graz.at/o:szd.536,https://gams.uni-graz.at/o:szd.536/DC,"Oskar Wiener an Stefan Zweig, 1905-11-12, SZ-SAM/AK.244",de,12.11.1905,"Wiener, Oskar",
