Verfasser*in,Verfasser*in GND,Körperschaft Verfasser*in,Körperschaft Verfasser*in GND,Adressat*in,Adressat*in GND,Körperschaft Adressat*in,Körperschaft Adressat*in GND,Art/Umfang,Physical Description,Beilagen,Enclosures,Datierung Original,Date original,Datierung erschlossen,Date supplied/verified,Datum normalisiert,Poststempel,Entstehungsort Original,Entstehungsort erschlossen,Postanschrift (original),Sprache,Beschreibstoff,Writing Material,Schreibstoff,Writing Instrument,Schreiberhand,Maße,Standort GND,Signatur,Provenienz,Erwerbung,Acquired,Beteiligte,Beteiligte (GND),Hinweis,Note(s),Postanschrift normalisiert,Anmerkungen
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,,,15. Januar 1932,15. January 1932,1932-01-15,,Paris,,,FRA,Briefpapier Hotel Louvois,Hotel Louvois stationary,Schwarze Tinte,Black ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.45,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,18. Januar 1933.,18. Januar 1933.,,,1933-01-18,,Salzburg,,,GER,Briefpapier Stefan Zweig,Stefan Zweig stationary,"Violettes Farbband, violette Tinte","Purple ribbon, purple ink",Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.46,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,15. April 1933,15. April 1933,,,1933-04-15,,Salzburg,,,GER,Briefpapier Stefan Zweig,Stefan Zweig stationary,"Violettes Farbband, Bleistift","Purple ribbon, pencil",Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.47,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Friderike",http://d-nb.info/gnd/118637460,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Ansichtspostkarte, Manuskript, 1 Blatt","1 picture postcard, manuscript, 1 leaf",,,,,,,1933-05-02,2-5-33,Cadenabbia,,Francia | Monsieur et Madame | Frans Masereel | Paris 18. | 15 Rue Hégésippe Moreau,FRA,"Ansichtspostkarte: ""Lago di Como""","Picture postcard: ""Lago di Como""","Schwarze Tinte, violette Tinte","Black ink, purple ink","Friderike Zweig, Stefan Zweig",,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.48,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,"Stefan Zweig, Pauline Masereel",http://d-nb.info/gnd/118637479; http://d-nb.info/gnd/116834609,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Postkarte, Manuskript, 1 Blatt","1 postcard, manuscript, 1 leaf",,,,,,,1933-10-23,23. OCT 1933,London,,"Monsieur Frans Masereel | Paris | 7, rue Antoine Chantin",FRA,Postkarte,Postcard,Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.49,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Ansichtspostkarte, Manuskript, 1 Blatt","1 picture postcard, manuscript, 1 leaf",,,,,,,1933-11-14,14. NOV 1933,London,,"Frans Masereel | Paris (France) | 7, rue Antoine Chantin",FRA,"Ansichtspostkarte: ""NATIONAL PORTRAIT GALLERY (1809) COPYRIGHT. | WILLIAM BLAKE. | PLASTER CAST FROM A LIFE-MASK BY J. S. DEVILLE.""","Picture postcard: ""NATIONAL PORTRAIT GALLERY (1809) COPYRIGHT. | WILLIAM BLAKE. | PLASTER CAST FROM A LIFE-MASK BY J. S. DEVILLE.""",Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.50,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Postkarte, Manuskript, 1 Blatt","1 postcard, manuscript, 1 leaf",,,,,,,1934-08-01,1. AUG 1934,London,,Frans Masereel | Equihen près de Boulogne | France,GER,Postkarte,Postcard,Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.51,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Typoskript und Manuskript, 1 Blatt","1 letter, typescript and manuscript, 1 leaf",,,26. Juli 1935.,26. Juli 1935.,,,1935-07-26,,Pontresina,,,GER,Schreibmaschinenpapier,Typewriter paper,"Schwarzes Farbband, violette Tinte","Black ribbon, purple ink",Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.52,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,,,9. Dezember 1935,9. December 1935,1935-12-09,,,London,,FRA,Blaues Papier,Blue writing Paper,Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.53,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Typoskript und Manuskript, 1 Blatt","1 letter, typescript and manuscript, 1 leaf",,,7. Januar 1936.,7. Januar 1936.,,,1936-01-07,,Nizza,,,GER,Schreibmaschinenpapier,Typewriter paper,"Schwarzes Farbband, violette Tinte","Black ribbon, purple ink",Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.54,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,,,Januar 1936,January 1936,1936-01,,Nizza,,,FRA,Blaues Papier,Blue writing Paper,Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.55,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Typoskript und Manuskript, 1 Blatt","1 letter, typescript and manuscript, 1 leaf",,,22. Januar 1936.,22. Januar 1936.,,,1936-01-22,,Nizza,,,GER,Schreibmaschinenpapier,Typewriter paper,"Schwarzes Farbband, violette Tinte, schwarze Tinte","Black ribbon, purple ink, black ink","Stefan Zweig, Lotte Altmann",,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.56,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,Lotte Altmann,http://d-nb.info/gnd/116001151,Handschriftlicher Zusatz von Lotte Altmann,Handwritten addition by Lotte Altmann,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,,,Juni 1939,June 1939,1939-06,,,London,,FRA,Briefpapier Grand Pump Room Hotel Bath,Grand Pump Room Hotel Bath stationary,Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.57,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,"Briefkopf durchgestrichen und überschrieben mit ""49, Hallamstreet W 1""","Letterhead crossed out and corrected to ""49, Hallamstreet W 1""",,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,,,Juni 1939,June 1939,1939-06,,London,,,FRA,Briefpapier,Writing Paper,Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.58,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,,,August 1939,August 1939,1939-08,,,Bath,,FRA,Briefpapier,Writing Paper,Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.59,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,10 octobre 1939.,10 octobre 1939.,,,1939-10-10,,Bath,,,FRA,Schreibmaschinenpapier,Typewriter paper,"Schwarzes Farbband, violette Tinte, roter Farbstift","Black ribbon, purple ink, red crayon",Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.60,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,,,April 1940,April 1940,1940-04,,Paris,,,FRA,Briefpapier Hotel Louvois,Hotel Louvois stationary,Violette Tinte,Purple ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.61,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,23rd November 1940.,23rd November 1940.,,,1940-11-23,,Rio de Janeiro,,,FRA,Luftpostpapier,Air mail paper,"Schwarzes Farbband, roter Farbstift","Black ribbon, red crayon",Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.62,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,3 juillet 1941.,3 juillet 1941.,,,1941-07-03,,,Ossining,,FRA,Schreibmaschinenpapier,Typewriter paper,"Schwarzes Farbband, violette Tinte","Black ribbon, purple ink",Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.63,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,1. August 1941,1. August 1941,,,1941-08-01,,,New York,,FRA,Briefpapier,Writing Paper,Schwarze Tinte,Black ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.64,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Masereel, Frans",http://d-nb.info/gnd/118578669,,,"1 Brief, Manuskript, 1 Blatt","1 letter, manuscript, 1 leaf",,,Aout 1941,Aout 1941,15. August 1940,15th August 1940,1941-08-15,,,New York,,FRA,Briefpapier,Writing Paper,Blaue Tinte,Blue ink,Stefan Zweig,,http://d-nb.info/gnd/1047605287,SZ-LAS/B1.65,"Sammlung Christian Andree, Kiel",Ankauf 2017,Acquisition 2017,,,,,,
