Verfasser*in,Verfasser*in GND,Körperschaft Verfasser*in,Körperschaft Verfasser*in GND,Adressat*in,Adressat*in GND,Körperschaft Adressat*in,Körperschaft Adressat*in GND,Art/Umfang,Physical Description,Beilagen,Enclosures,Datierung Original,Date original,Datierung erschlossen,Date supplied/verified,Datum normalisiert,Poststempel,Entstehungsort Original,Entstehungsort erschlossen,Postanschrift (original),Sprache,Beschreibstoff,Writing Material,Schreibstoff,Writing Instrument,Schreiberhand,Maße,Standort GND,Signatur,Provenienz,Erwerbung,Acquired,Beteiligte,Beteiligte (GND),Hinweis,Note(s),Postanschrift normalisiert,Anmerkungen
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 2 Blatt","1 letter, typescript carbon copy, 2 leaves",,,28. Juni 1937.,28. Juni 1937.,,,1937-06-28,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,20x26 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.68,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,3. Juli 1937,3. Juli 1937,,,1937-07-03,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.69,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen und Randstriche mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,3. Juli 1937,3. Juli 1937,,,1937-07-03,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.70,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,5. Juli 1937.,5. Juli 1937.,,,1937-07-05,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,Lotte Altmann,20x26 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.71,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,Anmerkungen von Zweig mit Bleistift; Unterschrift fehlt
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,12. Juli 1937.,12. Juli 1937.,,,1937-07-12,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.72,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Willert, Paul",https://d-nb.info/gnd/1076092802,Oxford University Press New York,http://d-nb.info/gnd/1008745-X,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,"July 13, 1937","July 13, 1937",,,1937-07-13,,,New York,,ENG,Briefpapier Oxford University Press,Oxford University Press stationary,schwarzes Farbband,black ribbon,,18x27 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.73,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,28. Juli 1937,28. Juli 1937,,,1937-07-28,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.74,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Marienbad, Waldquellzeile, Villa Souvenir",Unterstreichungen mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,31. Juli 1937,31. Juli 1937,,,1937-07-31,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.75,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Marienbad, Waldquellzeile, Villa Souvenir","Unterstreichungen und Randstrich mit rotem Farbstift; Postkarte ""Durch Eilboten. Expréss"" bei Betreff; Korrekturen und Unterschrift mit schwarzer Tinte"
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 3 Blatt","1 letter, typescript, 3 leaves",,,31. Juli 1937,31. Juli 1937,,,1937-07-31,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte, Bleistift","black ribbon, red crayon, black ink, pencil",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.76,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Marienbad, Waldquellzeile, Villa Souvenir","Unterstreichungen mit rotem Farbstift; Anmerkungen mit schwarzer Tinte durch  Reichner; Durchstreichungen mit Bleistift und Kennzeichnung der einzelnen Essays (möglicherweise Kontrolle, ob vorhanden)"
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,2. August 1937,2. August 1937,,,1937-08-02,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.77,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Marienbad, Waldquellzeile, Villa Souvenir",Unterstreichungen mit rotem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,2. August 1937,2. August 1937,,,1937-08-02,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.78,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Marienbad, Waldquellzeile, Villa Souvenir",Unterstreichungen mit rotem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,12. August 1937,12. August 1937,,,1937-08-12,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, rosa Farbstift, schwarze Tinte","black ribbon, pink crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.79,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Marienbad, Waldquellzeile, Villa Souvenir",Unterstreichungen und Randstriche mit rosa Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Bing, Edward",,Intercontinental Press,,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,28. August 1937.,28. August 1937.,,,1937-08-28,,,Wien,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, schwarze Tinte","black carbon paper, black ink",Herbert Reichner,21x29 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.80,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Postamt Fraumünster, Postfach 1000, Zürich",Korrekturen durch Reichner im Text; handschriftliche Unterschrift fehlt
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,28. August 1937,28. August 1937,,,1937-08-28,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.81,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Luzern, Hotel Tivoli","Unterstreichungen mit rotem Farbstift, Ergänzungen und Unterschrift mit schwarzer Tinte"
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,28. August 1937,28. August 1937,,,1937-08-28,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.82,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Luzern, Hotel Tivoli",Unterstreichungen und Randstriche mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Bing, Edward",,Dr. Edward Bing,,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,29. August 1937,29. August 1937,,,1937-08-29,,London,,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, rote Tinte","black carbon paper, red ink",,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.83,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Luzern, Hotel Tivoli",Unterstreichung mit roter Tinte; Rostflecken einer Büroklammer; weitere Seite(n) des Briefes dürften fehlen
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,1. September 1937,1. September 1937,,,1937-09-01,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, schwarze Tinte","black ribbon, red ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.84,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Zürich, Hotel Royal Habis",Korrekturen und Unterschrift mit schwarzer Tinte; Rostflecken einer Büroklammer auf Blatt 1
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 3 Blatt","1 letter, typescript, 3 leaves",,,7. September 1937,7. September 1937,,,1937-09-07,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.85,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"Lugano, Villa Castagnola",Unterstreichungen und Randstriche mit rotem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,17. September 1937,17. September 1937,,,1937-09-17,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, rosa Farbstift, schwarze Tinte","black ribbon, pink crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.86,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rosa Farbstift; Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,17. September 1937.,17. September 1937.,,,1937-09-17,,Lugano,,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,20x30 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.87,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,"Unterschrift von Zweig fehlt; ""Jason [?] Mills"" Abdruck in Papier"
,,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 3 Blatt","1 letter, typescript, 3 leaves",,,18. September 1937,18. September 1937,,,1937-09-18,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, rosa Farbstift, blauer Farbstift","black ribbon, red crayon, blue crayon",,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.88,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,Der Brief ist nicht unterzeichnet,The letter is not signed,"London, 49 Hallam Street","Unterstreichungen, Randstriche und Anmerkungen mit rosa und blauem Farbstift; Unterschrift von Reichner fehlt"
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,22. September 1937,22. September 1937,,,1937-09-22,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, blauer Farbstift, schwarze Tinte","black ribbon, red crayon, blue crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.89,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen und Randstrich mit rosa und blauem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 3 Blatt","1 letter, typescript, 3 leaves",,,24. September 1937,24. September 1937,,,1937-09-24,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.90,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen und Randstriche mit rotem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 2 Blatt","1 letter, typescript carbon copy, 2 leaves",Ergänzung zur Einleitung für den Faksimiledruck des des Mozart Werkverzeichnisses,Addition foro the introduction of the Mozart's catalogue raisonné,25. September 1937.,25. September 1937.,,,1937-09-25,,,London,,GER; FRE,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, violette Tinte","black carbon paper, purple ink",Lotte Altmann,Lotte Altmann,http://d-nb.info/gnd/116001151,SZ-AAP/B1.91,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,Anmerkungen von Zweig mit lila Tinte; Unterschrift Zweig fehlt
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,27. September 1937.,27. September 1937.,,,1937-09-27,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.92,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",Schreiben an Swiss Bank Corporation,Letter to Swiss Bank Corporation,29. September 1937,29. September 1937,,,1937-09-29,,Wien,,,GER,Briefpapier Herbert Reichner Verlag; Typoskriptdurchschlag,"Herbert Reichner Verlag stationery, typescript carbon copy","schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,"21x28 cm, 21x29 cm",http://d-nb.info/gnd/1047605287,SZ-AAP/B1.93,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen und Randstriche mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 2 Blatt","1 letter, typescript, 2 leaves",,,29. September 1937,29. September 1937,,,1937-09-29,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.94,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,1. Oktober 1937,1. Oktober 1937,,,1937-10-01,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.95,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichung mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,1. Oktober 1937.,1. Oktober 1937.,,,1937-10-01,,,London,,GER,Durchschlagpapier,Carbon copy paper,"schwarzes Durchschlagpapier, blaue Tinte","black carbon paper, blue ink",Lotte Altmann,Lotte Altmann,http://d-nb.info/gnd/116001151,SZ-AAP/B1.96,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,Lotte Altmann,http://d-nb.info/gnd/116001151,,,,Ergänzungen und Korrekturen im Text; lila Abdrucke auf Seite 1; Unterschrift von Zweig fehlt
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,2. Oktober 1937.,2. Oktober 1937.,,,1937-10-02,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.97,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,4. Oktober 1937,4. Oktober 1937,,,1937-10-04,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.98,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen und Randstriche mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,4. Oktober 1937,4. Oktober 1937,,,1937-10-04,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.99,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,4. Oktober 1937,4. Oktober 1937,,,1937-10-04,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.100,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen und Randstriche mit rotem Farbstift; Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,4. Oktober 1937.,4. Oktober 1937.,,,1937-10-04,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.101,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"1 Brief, Typoskript, 1 Blatt","1 letter, typescript, 1 leaf",,,6. Oktober 1937,6. Oktober 1937,,,1937-10-06,,Wien,,,GER,Briefpapier Herbert Reichner Verlag,Herbert Reichner Verlag stationery,"schwarzes Farbband, roter Farbstift, schwarze Tinte","black ribbon, red crayon, black ink",Herbert Reichner,21x28 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.102,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,"London, 49 Hallam Street",Unterstreichungen mit rotem Farbstift; Korrekturen und Unterschrift mit schwarzer Tinte
"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,"Reichner, Herbert",http://d-nb.info/gnd/116402873,Herbert Reichner Verlag,http://d-nb.info/gnd/10119809-7,"1 Brief, Typoskriptdurchschlag, 1 Blatt","1 letter, typescript carbon copy, 1 leaf",,,7. Oktober 1937.,7. Oktober 1937.,,,1937-10-07,,,London,,GER,Durchschlagpapier,Carbon copy paper,schwarzes Durchschlagpapier,black carbon paper,,20x25 cm,http://d-nb.info/gnd/1047605287,SZ-AAP/B1.103,Archiv Atrium Press,Ankauf Christie's London 2014,Acquisition from Christie's London 2014,,,,,,
